ORIGIN,FL_DATE,temperature_max,precipitation_mm,windspeed_max_kmh
SEA,2021-06-17,22.9,0.0,11.9
DEN,2019-06-15,24.9,1.8,15.5
ATL,2023-06-05,28.2,0.0,11.1
MCO,2020-06-19,28.6,8.0,13.7
ORD,2023-06-05,27.4,0.0,12.7
CLT,2021-06-21,32.5,0.0,24.7
DEN,2022-06-09,31.0,0.0,29.6
LAS,2023-06-25,36.6,0.0,31.8
SEA,2021-06-21,27.5,0.0,14.7
LAX,2021-06-09,21.0,0.0,39.3
LAS,2019-06-23,33.5,0.0,16.2
LAX,2021-06-02,18.3,0.0,24.9
SEA,2020-06-25,23.4,0.0,15.9
DEN,2022-06-03,23.7,1.0,21.0
MCO,2023-06-09,31.9,8.8,12.7
LAX,2023-06-23,19.6,0.1,30.9
MCO,2021-06-06,31.0,8.7,16.5
DFW,2020-06-08,35.5,0.0,9.8
SEA,2022-06-15,15.4,0.3,9.7
LAX,2019-06-22,19.9,0.0,26.8
ORD,2020-06-21,26.7,8.4,14.5
MCO,2019-06-30,31.4,9.0,13.8
ORD,2023-06-13,19.0,8.1,24.5
PHX,2019-06-07,38.2,0.0,24.2
ATL,2019-06-03,31.6,0.0,14.1
CLT,2023-06-10,28.5,0.0,10.7
LAS,2022-06-07,39.9,0.0,24.1
MCO,2019-06-02,33.6,1.7,17.0
CLT,2021-06-19,34.3,0.0,26.1
DFW,2022-06-27,32.0,23.0,26.2
PHX,2019-06-20,39.5,0.0,21.7
CLT,2021-06-18,33.2,0.0,16.3
ATL,2022-06-28,28.5,29.2,13.1
PHX,2020-06-23,42.7,0.0,20.7
SEA,2019-06-18,20.6,3.8,12.5
ORD,2021-06-16,25.1,0.0,14.3
LAS,2022-06-17,39.2,0.0,43.8
LAS,2020-06-23,42.5,0.0,21.7
DFW,2019-06-30,29.3,2.0,14.9
PHX,2021-06-28,41.8,0.0,26.8
ATL,2022-06-14,32.7,2.2,9.4
DEN,2022-06-08,25.7,0.0,24.9
ORD,2023-06-22,27.6,0.0,17.6
ORD,2022-06-25,26.2,19.7,18.1
PHX,2023-06-25,42.2,0.0,14.3
LAS,2019-06-21,35.5,0.0,33.7
DEN,2021-06-07,31.8,0.0,20.9
PHX,2019-06-04,36.5,0.0,22.2
MCO,2021-06-12,33.3,4.3,17.0
LAS,2019-06-22,30.9,0.0,25.7
CLT,2020-06-23,29.5,0.5,23.3
CLT,2020-06-25,29.8,2.0,14.3
PHX,2021-06-09,38.8,0.0,13.7
ATL,2019-06-06,24.0,12.3,13.0
DFW,2020-06-25,31.6,0.2,16.4
ORD,2019-06-30,30.2,8.5,11.4
MCO,2022-06-25,31.0,5.7,13.7
LAS,2019-06-02,31.8,0.0,13.6
PHX,2019-06-25,40.2,0.0,25.5
SEA,2020-06-20,20.3,1.7,20.9
DFW,2021-06-02,25.6,1.3,12.9
DFW,2021-06-07,27.5,38.6,22.9
LAX,2023-06-29,21.3,0.0,29.7
MCO,2021-06-20,33.7,1.1,18.1
PHX,2021-06-12,43.0,0.0,13.7
LAS,2019-06-25,38.0,0.0,31.1
ORD,2023-06-25,28.9,2.4,31.6
LAS,2022-06-16,41.7,0.0,24.5
SEA,2023-06-29,27.5,0.0,12.4
SEA,2022-06-26,26.5,0.0,21.6
ORD,2019-06-04,26.3,9.3,23.8
LAS,2020-06-05,38.8,0.0,33.0
MCO,2022-06-27,31.1,4.8,15.8
ATL,2020-06-22,31.0,2.8,16.5
SEA,2023-06-07,29.5,0.0,10.9
ORD,2023-06-17,25.2,0.0,12.6
LAS,2023-06-26,35.6,0.0,31.6
ATL,2020-06-24,28.3,8.5,15.0
LAS,2019-06-06,38.2,0.0,34.1
CLT,2023-06-01,26.9,0.1,14.4
DFW,2020-06-01,28.5,0.1,14.2
LAS,2022-06-14,33.0,0.0,26.0
CLT,2022-06-07,32.5,0.2,17.8
SEA,2019-06-27,19.9,4.9,17.1
PHX,2021-06-21,41.9,0.0,27.7
PHX,2020-06-17,38.6,0.0,19.8
ATL,2023-06-20,26.1,10.2,11.4
ORD,2023-06-08,21.7,0.0,16.3
DFW,2022-06-17,36.1,0.4,22.8
LAS,2021-06-27,41.0,0.0,25.1
PHX,2022-06-03,39.0,0.0,20.1
PHX,2022-06-29,41.0,0.0,31.8
MCO,2021-06-25,27.8,9.1,16.2
DEN,2023-06-28,27.6,1.0,25.7
ATL,2023-06-23,26.4,0.2,10.0
LAS,2021-06-10,30.4,0.0,30.0
SEA,2021-06-16,19.6,0.0,16.4
MCO,2023-06-06,30.3,0.9,12.5
PHX,2019-06-03,35.2,0.0,18.9
DEN,2020-06-08,25.9,0.3,42.4
PHX,2021-06-08,36.3,0.0,16.0
DEN,2019-06-08,26.0,2.7,27.0
SEA,2019-06-20,19.9,8.9,16.3
SEA,2023-06-22,21.9,0.0,16.4
LAS,2019-06-19,40.3,0.0,24.5
MCO,2023-06-14,34.8,8.0,17.7
PHX,2019-06-06,38.6,0.0,23.5
PHX,2022-06-19,37.3,1.1,22.7
MCO,2022-06-30,31.9,9.8,12.7
ATL,2020-06-12,29.7,0.7,17.8
ORD,2022-06-28,28.6,0.0,16.7
ORD,2022-06-12,18.6,0.1,14.4
MCO,2019-06-13,28.2,5.2,13.2
SEA,2021-06-12,21.1,1.1,9.4
CLT,2022-06-02,35.9,0.0,20.3
DEN,2023-06-14,24.5,0.6,14.2
LAS,2022-06-18,31.5,0.0,32.9
PHX,2021-06-19,45.5,0.0,30.6
LAX,2019-06-26,20.5,0.0,25.3
PHX,2021-06-26,41.9,0.0,19.0
DEN,2019-06-01,22.5,0.3,16.8
LAS,2023-06-01,32.7,0.0,28.7
MCO,2023-06-22,31.1,13.3,17.9
CLT,2022-06-09,33.3,0.8,17.7
CLT,2022-06-08,31.4,5.2,18.9
MCO,2019-06-09,30.9,26.2,17.5
SEA,2022-06-28,21.3,1.8,23.6
LAS,2020-06-07,29.0,0.0,40.8
PHX,2022-06-30,40.0,1.5,18.6
ORD,2019-06-01,27.1,18.7,19.6
CLT,2021-06-13,30.4,0.0,11.5
CLT,2020-06-05,29.3,2.8,14.8
LAX,2019-06-03,17.9,0.0,26.5
DFW,2021-06-24,35.7,0.0,23.8
ATL,2023-06-22,25.6,18.5,20.6
DEN,2021-06-02,22.5,0.0,13.6
LAS,2022-06-01,31.7,0.0,25.5
ORD,2019-06-23,26.8,10.6,24.6
DEN,2019-06-16,27.0,1.1,23.4
MCO,2022-06-06,31.6,24.5,10.0
LAX,2023-06-10,19.5,0.0,18.1
PHX,2022-06-18,37.3,1.9,27.1
ATL,2020-06-05,31.0,4.8,17.1
LAX,2020-06-12,21.2,0.0,23.3
LAS,2021-06-28,40.5,0.0,24.1
CLT,2022-06-01,34.8,0.0,9.5
LAX,2023-06-08,19.6,0.0,31.3
LAS,2019-06-20,39.0,0.0,39.2
DFW,2022-06-29,34.0,0.0,16.8
PHX,2023-06-04,38.9,0.0,19.1
LAS,2021-06-26,40.5,0.0,18.5
LAS,2021-06-05,41.3,0.0,30.1
CLT,2019-06-24,33.8,6.4,19.5
DEN,2019-06-14,27.5,0.1,18.6
PHX,2022-06-13,40.9,0.0,27.7
ORD,2021-06-18,34.5,0.0,23.7
LAS,2023-06-02,34.2,0.0,26.6
DFW,2023-06-14,29.9,18.5,21.1
LAX,2022-06-10,23.7,0.0,21.8
LAX,2019-06-12,22.5,0.0,27.6
ORD,2022-06-11,22.3,0.1,14.2
MCO,2021-06-13,29.9,9.0,14.8
ORD,2023-06-19,27.7,0.0,16.4
ATL,2020-06-02,29.5,0.0,11.3
ORD,2020-06-07,23.8,0.0,14.8
ORD,2023-06-10,29.4,0.0,13.2
SEA,2019-06-26,21.0,0.3,11.7
DFW,2023-06-25,38.7,0.0,23.8
LAX,2023-06-22,18.9,0.0,30.1
LAX,2020-06-26,20.8,0.0,24.9
LAX,2022-06-01,23.2,0.0,26.2
ORD,2019-06-02,20.3,0.1,16.0
ATL,2019-06-01,32.3,0.0,19.1
DFW,2021-06-29,29.5,13.0,19.5
PHX,2020-06-28,40.0,0.0,26.6
PHX,2023-06-09,35.2,0.0,16.2
ORD,2020-06-24,25.0,4.5,16.6
CLT,2021-06-07,31.0,10.1,16.8
PHX,2022-06-06,40.2,0.0,18.6
MCO,2023-06-20,29.7,24.8,26.2
PHX,2020-06-13,40.9,0.0,30.6
SEA,2023-06-05,19.4,0.0,25.0
PHX,2020-06-12,41.7,0.0,20.6
ATL,2021-06-15,30.9,0.0,21.0
MCO,2021-06-09,32.0,0.1,14.1
ATL,2022-06-27,31.2,11.8,7.6
MCO,2019-06-12,30.1,20.9,15.8
SEA,2022-06-17,14.5,2.3,21.3
DFW,2020-06-18,34.5,0.1,25.5
MCO,2021-06-11,33.8,2.2,15.8
SEA,2019-06-02,24.6,0.0,17.2
SEA,2019-06-09,20.2,0.0,15.3
CLT,2019-06-09,26.0,14.8,14.5
LAX,2019-06-15,20.2,0.0,25.7
CLT,2023-06-09,26.6,0.0,13.0
CLT,2020-06-16,17.1,5.9,26.6
ATL,2021-06-14,30.1,2.4,12.3
ATL,2022-06-15,35.2,6.7,22.0
LAX,2020-06-05,22.4,0.4,21.5
PHX,2022-06-25,41.0,0.0,41.5
DEN,2023-06-05,20.7,5.3,16.8
LAS,2023-06-04,36.8,0.0,23.0
CLT,2023-06-24,27.7,0.0,9.0
MCO,2022-06-09,31.6,7.2,15.3
MCO,2020-06-15,30.2,1.0,17.1
SEA,2020-06-24,22.1,1.8,18.7
MCO,2021-06-23,31.2,32.2,11.3
MCO,2020-06-08,30.9,10.2,14.8
SEA,2022-06-30,21.2,0.0,11.6
CLT,2023-06-18,31.4,0.1,13.8
PHX,2021-06-20,44.7,0.0,29.8
DEN,2020-06-15,33.0,0.0,31.7
DEN,2019-06-23,16.1,1.9,26.8
LAS,2020-06-16,35.9,0.0,35.0
MCO,2023-06-07,31.2,26.0,15.6
LAX,2023-06-18,20.2,0.0,22.7
MCO,2023-06-03,29.6,14.1,8.5
MCO,2021-06-24,29.0,26.2,16.8
DFW,2020-06-07,33.8,0.0,19.1
ORD,2021-06-27,28.1,1.5,24.7
CLT,2021-06-25,28.0,0.0,13.4
LAX,2023-06-20,20.9,0.0,27.8
DEN,2021-06-14,35.9,0.0,23.3
ORD,2020-06-20,30.2,9.5,20.8
PHX,2020-06-25,43.3,0.0,20.9
LAS,2022-06-15,36.9,0.0,15.0
LAX,2019-06-27,21.4,0.0,27.6
LAX,2023-06-04,18.9,0.0,22.6
CLT,2023-06-21,22.3,21.4,28.4
MCO,2023-06-27,33.5,0.3,12.6
SEA,2022-06-11,19.6,1.2,16.0
CLT,2019-06-01,28.6,0.0,14.0
DFW,2023-06-21,36.5,1.4,26.4
ORD,2021-06-03,29.6,0.0,15.8
ORD,2020-06-10,27.9,3.7,30.7
LAX,2021-06-29,24.1,0.0,17.8
PHX,2020-06-26,42.3,0.0,17.5
MCO,2022-06-04,25.5,18.3,23.9
SEA,2021-06-02,28.5,0.0,10.1
LAX,2019-06-05,20.0,0.0,21.8
MCO,2023-06-23,31.0,16.9,18.4
PHX,2021-06-23,34.7,2.8,19.5
LAS,2019-06-29,38.5,0.0,22.5
SEA,2019-06-28,20.4,0.6,11.6
PHX,2023-06-22,39.3,0.0,20.4
DEN,2020-06-05,32.8,0.0,27.3
PHX,2019-06-01,36.5,0.0,28.9
MCO,2019-06-11,30.2,5.0,13.0
PHX,2021-06-02,40.5,0.0,21.2
DEN,2020-06-10,22.6,0.0,22.1
SEA,2023-06-09,19.5,7.7,16.7
MCO,2022-06-24,37.0,5.0,16.7
DFW,2023-06-11,35.8,1.1,26.5
DFW,2020-06-13,33.5,0.0,14.0
CLT,2020-06-02,28.4,0.0,17.5
SEA,2023-06-25,23.2,0.0,12.6
LAS,2020-06-26,38.8,0.0,17.7
ORD,2020-06-13,17.2,4.1,18.9
PHX,2020-06-02,41.5,0.0,23.7
CLT,2019-06-30,34.2,0.0,11.2
PHX,2019-06-16,40.0,0.0,20.0
LAS,2022-06-06,38.0,0.0,27.7
LAS,2022-06-28,42.2,0.0,27.8
LAS,2023-06-24,35.5,0.0,23.5
LAS,2020-06-03,39.5,0.0,14.2
ORD,2019-06-27,30.7,1.4,17.7
SEA,2020-06-22,23.2,0.0,15.2
LAS,2020-06-18,34.3,0.0,15.1
MCO,2023-06-24,32.2,58.7,16.4
LAS,2019-06-10,35.8,0.0,11.3
LAS,2023-06-17,36.5,0.0,23.1
ATL,2020-06-14,27.8,5.3,19.0
MCO,2021-06-28,30.6,0.2,15.3
SEA,2022-06-20,18.4,0.0,13.5
CLT,2020-06-08,29.6,2.0,13.1
SEA,2020-06-19,25.6,0.0,9.9
LAS,2020-06-13,32.0,0.0,31.0
LAS,2021-06-09,34.0,0.0,32.5
CLT,2022-06-17,39.8,7.1,16.1
DFW,2020-06-12,32.5,0.0,11.9
DFW,2022-06-03,26.9,13.1,12.1
LAS,2022-06-24,39.0,0.0,25.9
ATL,2020-06-19,28.8,1.2,11.0
SEA,2020-06-23,24.3,0.0,15.6
DEN,2023-06-10,21.8,0.0,14.5
PHX,2021-06-14,46.5,0.0,22.7
SEA,2020-06-26,26.6,0.0,12.8
SEA,2022-06-05,16.8,16.1,21.9
CLT,2022-06-13,35.3,0.8,18.3
MCO,2019-06-10,29.4,5.0,15.8
MCO,2020-06-20,30.5,3.1,10.6
LAX,2022-06-11,21.3,0.0,27.0
ORD,2020-06-01,21.1,2.2,22.1
ORD,2020-06-22,27.9,21.3,15.8
PHX,2022-06-11,44.6,0.0,31.3
LAS,2020-06-06,32.0,0.0,39.5
CLT,2019-06-29,32.2,0.0,9.2
LAX,2020-06-20,19.7,0.0,30.0
LAS,2022-06-10,42.5,0.0,25.2
LAS,2023-06-03,35.5,0.0,13.3
DEN,2020-06-22,25.9,0.0,18.6
SEA,2020-06-05,17.8,0.0,15.7
ATL,2020-06-27,28.2,0.2,17.3
LAX,2021-06-18,22.9,0.0,20.4
LAX,2020-06-04,23.5,0.0,18.0
SEA,2023-06-03,22.2,0.0,11.7
MCO,2022-06-22,32.2,0.0,16.4
LAX,2022-06-12,22.1,0.0,23.0
LAS,2019-06-15,38.2,0.0,14.4
LAS,2020-06-22,41.6,0.0,22.5
LAS,2020-06-02,38.6,0.0,15.5
LAX,2023-06-17,20.5,0.0,27.3
DFW,2020-06-27,32.5,0.2,29.3
MCO,2022-06-20,31.9,11.4,18.8
CLT,2020-06-29,32.7,1.0,14.1
DFW,2020-06-21,32.0,32.0,26.3
SEA,2019-06-25,22.2,0.0,20.6
MCO,2022-06-02,31.5,2.9,16.7
SEA,2022-06-12,14.9,3.0,18.1
DFW,2020-06-29,34.1,0.1,31.7
LAS,2021-06-20,44.6,0.0,33.0
CLT,2022-06-23,34.6,0.3,14.7
LAS,2023-06-07,29.1,0.9,20.1
MCO,2020-06-02,28.1,4.9,20.2
LAX,2022-06-15,24.1,0.0,26.6
MCO,2019-06-24,33.9,0.0,12.0
CLT,2021-06-06,30.1,1.7,13.3
MCO,2020-06-04,25.5,39.5,12.7
SEA,2020-06-28,19.0,4.9,21.7
LAX,2022-06-02,23.0,0.0,26.3
MCO,2021-06-27,29.8,2.4,16.5
ATL,2020-06-30,30.6,1.5,14.0
PHX,2023-06-26,43.2,0.0,18.3
LAS,2019-06-12,40.5,0.0,14.6
MCO,2020-06-12,29.5,0.5,14.2
LAS,2019-06-18,37.2,0.0,23.8
MCO,2020-06-09,31.3,6.6,14.5
DFW,2022-06-04,30.7,0.0,15.6
MCO,2022-06-03,30.0,3.9,17.6
PHX,2020-06-06,34.3,0.0,22.4
SEA,2020-06-10,21.1,2.5,18.1
LAS,2021-06-30,37.2,0.0,20.6
DEN,2020-06-03,29.4,0.0,26.7
SEA,2022-06-24,22.0,0.0,19.5
LAX,2022-06-13,24.4,0.1,25.8
LAX,2020-06-02,25.2,0.0,24.0
ORD,2023-06-06,24.5,0.0,19.2
ORD,2020-06-12,23.6,0.0,15.6
ORD,2023-06-24,32.0,0.0,14.6
ORD,2020-06-11,24.9,0.0,23.0
LAS,2021-06-15,45.1,0.0,20.8
MCO,2020-06-10,30.9,17.7,10.9
MCO,2023-06-02,28.9,21.9,15.4
CLT,2021-06-29,32.6,0.1,15.6
CLT,2020-06-01,23.6,0.0,17.7
ORD,2020-06-29,30.7,3.9,19.7
LAS,2020-06-28,38.4,0.0,48.2
LAX,2021-06-16,25.6,0.0,16.6
LAS,2020-06-21,41.0,0.0,20.0
CLT,2022-06-25,32.5,0.8,13.0
MCO,2021-06-21,31.5,7.8,20.3
LAX,2021-06-19,21.3,0.0,23.9
LAS,2020-06-12,38.7,0.0,36.2
ATL,2020-06-29,30.7,2.4,15.1
CLT,2020-06-20,29.0,0.4,8.9
LAX,2020-06-28,20.3,0.3,18.7
CLT,2023-06-12,28.1,1.0,22.2
ORD,2020-06-08,29.2,0.0,16.0
ORD,2022-06-24,32.7,0.0,14.8
MCO,2020-06-26,33.8,0.7,13.1
DFW,2020-06-20,33.0,0.0,24.3
CLT,2023-06-13,28.0,0.0,17.7
CLT,2019-06-12,21.3,11.4,17.8
ATL,2020-06-11,28.8,0.9,16.9
ATL,2020-06-10,29.5,5.6,21.7
PHX,2020-06-08,32.2,0.0,31.4
SEA,2019-06-13,27.5,0.0,21.9
DEN,2021-06-05,31.2,0.0,20.2
LAS,2020-06-14,34.2,0.0,28.5
SEA,2022-06-10,18.8,9.8,19.2
SEA,2019-06-04,20.8,0.2,14.8
MCO,2021-06-05,31.0,14.4,10.8
LAS,2022-06-20,33.0,0.0,23.2
LAS,2020-06-25,42.0,0.0,23.8
DEN,2020-06-01,30.6,0.0,19.5
LAX,2021-06-15,24.8,0.0,23.6
CLT,2020-06-30,31.9,1.1,12.6
MCO,2023-06-13,34.3,0.1,14.8
DFW,2020-06-28,31.2,4.9,32.3
LAX,2020-06-23,21.2,0.0,25.3
LAX,2022-06-23,22.5,0.0,26.9
SEA,2019-06-21,21.7,0.0,17.7
LAS,2023-06-20,33.7,0.6,32.3
CLT,2021-06-12,29.2,3.8,14.0
LAX,2021-06-26,23.6,0.0,27.2
ORD,2022-06-08,19.6,8.1,16.0
PHX,2023-06-20,38.5,0.0,20.4
LAX,2020-06-17,22.6,0.0,17.1
PHX,2020-06-07,34.9,0.0,23.5
ORD,2020-06-09,30.4,15.7,31.1
ORD,2021-06-22,23.2,0.0,22.0
PHX,2021-06-24,37.7,0.0,24.4
SEA,2022-06-16,18.0,0.9,16.9
ORD,2023-06-03,29.5,0.0,19.0
PHX,2020-06-27,41.0,0.0,20.2
SEA,2021-06-01,25.7,0.0,16.8
DEN,2020-06-30,27.2,0.0,31.3
SEA,2020-06-11,19.8,4.9,10.5
MCO,2023-06-04,28.5,5.2,21.6
PHX,2020-06-20,40.2,0.0,14.5
ATL,2021-06-12,28.5,3.0,18.7
CLT,2019-06-11,26.0,0.1,15.7
MCO,2019-06-05,33.3,21.1,14.9
LAX,2020-06-27,20.5,0.0,23.6
PHX,2020-06-04,43.2,0.0,26.0
MCO,2023-06-29,33.3,1.2,16.3
CLT,2023-06-04,26.9,0.0,18.9
LAS,2019-06-11,39.0,0.0,11.0
LAX,2021-06-08,19.7,0.1,26.2
MCO,2019-06-01,35.5,30.8,19.5
DEN,2021-06-18,31.5,0.0,27.5
LAX,2019-06-01,18.4,0.0,20.3
SEA,2021-06-08,17.8,0.2,12.0
CLT,2020-06-18,25.6,1.2,13.3
ATL,2020-06-06,29.9,0.9,13.0
PHX,2019-06-12,43.5,0.0,18.4
LAS,2019-06-07,36.0,0.0,34.9
MCO,2022-06-26,31.3,5.8,21.0
CLT,2020-06-11,31.6,8.5,20.6
LAS,2023-06-08,31.0,0.1,22.0
PHX,2023-06-01,32.2,0.0,17.8
CLT,2023-06-26,31.4,4.9,20.5
DEN,2020-06-13,29.6,0.0,28.4
MCO,2021-06-16,30.2,12.2,17.9
SEA,2022-06-01,19.1,0.0,10.9
LAX,2022-06-27,23.4,0.0,23.7
CLT,2023-06-23,26.8,2.9,11.9
MCO,2019-06-26,33.7,0.2,15.6
CLT,2020-06-03,31.4,0.0,14.6
SEA,2020-06-17,20.1,0.0,9.7
MCO,2020-06-22,31.9,14.2,12.7
LAS,2020-06-20,39.5,0.0,18.4
MCO,2019-06-04,36.2,0.4,21.1
PHX,2019-06-22,36.5,0.0,23.3
MCO,2021-06-03,31.2,13.6,17.8
LAS,2021-06-01,38.8,0.0,13.5
PHX,2020-06-29,36.8,0.0,29.8
PHX,2020-06-16,40.9,0.0,26.2
LAS,2019-06-01,32.3,0.0,18.4
LAS,2022-06-30,39.7,0.0,31.3
CLT,2022-06-14,38.0,0.4,18.4
ORD,2020-06-06,23.0,0.0,17.6
LAX,2022-06-03,20.9,0.0,27.3
PHX,2020-06-11,41.8,0.0,19.2
ORD,2020-06-16,27.5,0.0,14.8
PHX,2021-06-04,41.4,0.0,25.4
SEA,2020-06-06,16.5,3.0,19.7
LAS,2022-06-27,40.5,0.0,36.3
ORD,2020-06-17,28.3,0.0,16.0
MCO,2023-06-08,30.6,4.1,14.8
DFW,2020-06-30,34.8,0.0,28.9
CLT,2023-06-17,30.2,0.0,14.2
LAS,2020-06-30,34.7,0.0,18.8
LAS,2020-06-27,42.0,0.0,25.5
PHX,2022-06-14,39.6,0.0,17.7
PHX,2021-06-01,39.2,0.0,24.2
LAX,2020-06-10,30.2,0.0,23.1
LAX,2020-06-03,24.8,0.0,27.9
SEA,2020-06-08,15.4,0.6,24.7
LAS,2020-06-09,29.9,0.0,14.5
LAS,2020-06-15,37.3,0.0,27.8
LAS,2020-06-10,34.8,0.0,15.0
DFW,2021-06-23,34.6,0.4,23.7
LAX,2020-06-01,22.6,0.0,34.0
CLT,2023-06-30,32.0,0.2,12.7
MCO,2022-06-08,33.0,13.5,11.8
DEN,2020-06-09,19.6,15.6,33.9
LAS,2021-06-08,33.6,0.0,32.1
LAS,2021-06-17,44.4,0.0,16.9
MCO,2022-06-01,28.5,10.3,19.1
CLT,2020-06-12,28.5,0.2,18.5
MCO,2020-06-01,29.5,3.1,20.4
CLT,2020-06-19,27.2,1.7,10.7
MCO,2021-06-30,29.6,10.9,15.5
MCO,2020-06-21,31.8,0.4,10.5
MCO,2020-06-30,35.2,3.0,17.9
LAX,2020-06-25,20.9,0.0,20.2
PHX,2021-06-06,39.9,0.0,21.0
ORD,2020-06-14,18.7,0.0,14.2
ORD,2020-06-03,25.8,3.4,19.3
MCO,2020-06-14,28.7,7.2,13.1
PHX,2020-06-05,42.0,0.0,24.0
SEA,2020-06-01,18.2,0.0,10.3
PHX,2020-06-24,43.5,0.0,19.6
PHX,2020-06-03,43.4,0.0,15.6
MCO,2020-06-03,26.0,8.4,15.1
LAX,2020-06-07,22.0,0.0,37.7
LAX,2020-06-30,20.5,0.0,30.2
MCO,2020-06-07,28.4,12.9,15.9
PHX,2020-06-01,40.5,0.0,17.4
